Crop,Question,Answer,text,clean_text,Cluster
general,How can I make compost manure,Segregate waste and choose only organic waste which you add to dry leaves and grass and cover for about a month or two to allow it to compost and make manure,How can I make compost manure Segregate waste and choose only organic waste which you add to dry leaves and grass and cover for about a month or two to allow it to compost and make manure,make compost manure segregate waste choose organic waste add dry leaf grass cover month two allow compost make manure,4
general,How can I make compost manure ?,Cover home waste in a pit,How can I make compost manure ? Cover home waste in a pit,make compost manure cover home waste pit,4
maize,How can I make high yielding varieties of maize crop?,Use good varieties,How can I make high yielding varieties of maize crop? Use good varieties,make high yielding variety maize crop use good variety,1
general,How can I make organic fertilizer,Organic fertilizer is produced by compositing home and agricultural waste and applied as per a crop recommendation,How can I make organic fertilizer Organic fertilizer is produced by compositing home and agricultural waste and applied as per a crop recommendation,make organic fertilizer organic fertilizer produced compositing home agricultural waste applied per crop recommendation,4
general,How can I make organic fertilizer.,Organic fertiliser is produced by compositing home and agricultural waste and applied as per a crop recommendation,How can I make organic fertilizer. Organic fertiliser is produced by compositing home and agricultural waste and applied as per a crop recommendation,make organic fertilizer organic fertiliser produced compositing home agricultural waste applied per crop recommendation,4
general,How can I makes Artificial fertilizer?,Use chemical process,How can I makes Artificial fertilizer? Use chemical process,make artificial fertilizer use chemical process,4
maize,How can I manage maize stalk borer in my maize garden,Spray against stem borer caterpillars when they have attacked 2 to 3 in 10 plants. Spray when they are young caterpillars on leaves and funnels.,How can I manage maize stalk borer in my maize garden Spray against stem borer caterpillars when they have attacked 2 to 3 in 10 plants. Spray when they are young caterpillars on leaves and funnels.,manage maize stalk borer maize garden spray stem borer caterpillar attacked plant spray young caterpillar leaf funnel,4
maize,How can I manufacture maize high yielding seeds,This is the work of research institutes,How can I manufacture maize high yielding seeds This is the work of research institutes,manufacture maize high yielding seed work research institute,4
maize,How can I measure the amount of fertilizer to spray I acre of the maize garden?,Application rates come with the packaging.. Read them out,How can I measure the amount of fertilizer to spray I acre of the maize garden? Application rates come with the packaging.. Read them out,measure amount fertilizer spray acre maize garden application rate come packaging read,4
general,How can I obtain the percentage of moisture in the soil sample.,Measure,How can I obtain the percentage of moisture in the soil sample. Measure,obtain percentage moisture soil sample measure,2
general,How can I obtains the percentage of moisture in the Soil sample .,Use soil moisture meter,How can I obtains the percentage of moisture in the Soil sample . Use soil moisture meter,obtains percentage moisture soil sample use soil moisture meter,2
